ecs3,timestamp,name,serialnumber,delivereddate,delivered,firmwareversion,pt,t1,t0,hts2,ecs1,rbs0,ras0,ecs4,ecs2,ecs13,ics12,ics11,ics13,ics15,ics9,ics3,ics2,ics1,ifs28,ifs29,ifs27,ifs6,ifs18,ifs4,ifs3,ifs2,ifs1,hts4,id,partition_0,partition_1,partition_2,partition_3
,1586902907,PNRA0PIF013338BJG6,PNRA0PIF013338BJG6,2020-04-14 22:21:47.188,1.5869E+12,1,PIF0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2020,4,14,22
,1586902937,PNRA0PIF013338BJG6,PNRA0PIF013338BJG6,2020-04-14 22:22:17.955,1.5869E+12,1,PIF0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2020,4,14,22
,1586902969,PNRA0PIF013338BJG6,PNRA0PIF013338BJG6,2020-04-14 22:22:49.499,1.5869E+12,1,PIF0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2020,4,14,22
,1586903000,PNRA0PIF013338BJG6,PNRA0PIF013338BJG6,2020-04-14 22:23:20.751,1.5869E+12,1,PIF0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2020,4,14,22
,1586903030,PNRA0PIF013338BJG6,PNRA0PIF013338BJG6,2020-04-14 22:23:50.956,1.5869E+12,1,PIF0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2020,4,14,22
,1586903061,PNRA0PIF013338BJG6,PNRA0PIF013338BJG6,2020-04-14 22:24:21.990,1.5869E+12,1,PIF0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2020,4,14,22
,1586903092,PNRA0PIF013338BJG6,PNRA0PIF013338BJG6,2020-04-14 22:24:53.136,1.5869E+12,1,PIF0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2020,4,14,22
,1586903124,PNRA0PIF013338BJG6,PNRA0PIF013338BJG6,2020-04-14 22:25:24.250,1.5869E+12,1,PIF0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2020,4,14,22
,1586903167,PNRA0PIF013338BJG6,PNRA0PIF013338BJG6,2020-04-14 22:26:07.428,1.5869E+12,1,PIF0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2020,4,14,22
,1586903191,PNRA0PIF013338BJG6,PNRA0PIF013338BJG6,2020-04-14 22:26:32.021,1.5869E+12,1,PIF0,,,,,,,1.14,-64,FOUNDATION,,,,,,,,,,,,,,,,,,,,2020,4,14,22
,1586903196,PNRA0PIF013338BJG6,PNRA0PIF013338BJG6,2020-04-14 22:26:37.026,1.5869E+12,1,PIF0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2020,4,14,22
,1586903227,PNRA0PIF013338BJG6,PNRA0PIF013338BJG6,2020-04-14 22:27:08.056,1.5869E+12,1,PIF0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2020,4,14,22
,1586903258,PNRA0PIF013338BJG6,PNRA0PIF013338BJG6,2020-04-14 22:27:38.803,1.5869E+12,1,PIF0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2020,4,14,22
,1586903290,PNRA0PIF013338BJG6,PNRA0PIF013338BJG6,2020-04-14 22:28:10.345,1.5869E+12,1,PIF0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2020,4,14,22
,1586903321,PNRA0PIF013338BJG6,PNRA0PIF013338BJG6,2020-04-14 22:28:41.436,1.5869E+12,1,PIF0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2020,4,14,22
,1586903352,PNRA0PIF013338BJG6,PNRA0PIF013338BJG6,2020-04-14 22:29:12.576,1.5869E+12,1,PIF0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2020,4,14,22
,1586903382,PNRA0PIF013338BJG6,PNRA0PIF013338BJG6,2020-04-14 22:29:42.872,1.5869E+12,1,PIF0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2020,4,14,22
,1586903413,PNRA0PIF013338BJG6,PNRA0PIF013338BJG6,2020-04-14 22:30:13.999,1.5869E+12,1,PIF0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2020,4,14,22
,1586903444,PNRA0PIF013338BJG6,PNRA0PIF013338BJG6,2020-04-14 22:30:45.146,1.5869E+12,1,PIF0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2020,4,14,22
,1586903476,PNRA0PIF013338BJG6,PNRA0PIF013338BJG6,2020-04-14 22:31:16.286,1.5869E+12,1,PIF0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2020,4,14,22
,1586903507,PNRA0PIF013338BJG6,PNRA0PIF013338BJG6,2020-04-14 22:31:47.390,1.5869E+12,1,PIF0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2020,4,14,22
,1586903537,PNRA0PIF013338BJG6,PNRA0PIF013338BJG6,2020-04-14 22:32:17.939,1.5869E+12,1,PIF0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2020,4,14,22
,1586903569,PNRA0PIF013338BJG6,PNRA0PIF013338BJG6,2020-04-14 22:32:49.654,1.5869E+12,1,PIF0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2020,4,14,22
,1586903599,PNRA0PIF013338BJG6,PNRA0PIF013338BJG6,2020-04-14 22:33:20.790,1.5869E+12,1,PIF0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2020,4,14,22
,1586903630,PNRA0PIF013338BJG6,PNRA0PIF013338BJG6,2020-04-14 22:33:51.129,1.5869E+12,1,PIF0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2020,4,14,22
,1586903662,PNRA0PIF013338BJG6,PNRA0PIF013338BJG6,2020-04-14 22:34:22.279,1.5869E+12,1,PIF0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2020,4,14,22
,1586903693,PNRA0PIF013338BJG6,PNRA0PIF013338BJG6,2020-04-14 22:34:53.359,1.5869E+12,1,PIF0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2020,4,14,22
